DIRECTORIO,SECUENCIA_P,ORDEN,P6040,CLASE,DPTO,INGLABO
7793691,1,3,16,1,73,NA
7793691,1,4,12,1,73,NA
7793692,1,1,75,2,73,NA
7793693,1,1,73,2,73,NA
7793693,1,2,71,2,73,NA
7793694,1,1,51,2,73,800000
7793694,1,2,45,2,73,NA
7793694,1,3,15,2,73,NA
7793694,1,4,25,2,73,NA
7793694,1,5,34,2,73,1100000
7793694,1,6,6,2,73,NA
7793695,1,1,57,2,73,300000
7793695,1,2,53,2,73,NA
7793696,1,1,58,2,73,600000
7793696,1,2,52,2,73,NA
7793696,1,3,24,2,73,300000
7793697,1,1,84,2,73,NA
7793697,1,2,50,2,73,400000
7793697,2,1,25,2,73,720000
7793697,2,2,23,2,73,NA
7793697,2,3,5,2,73,NA
7793697,2,4,0,2,73,NA
7793698,1,1,55,2,73,800000
7793698,1,2,53,2,73,NA
7793698,1,3,34,2,73,NA
7793698,1,4,19,2,73,1000000
7793698,1,5,17,2,73,NA
7793698,1,6,2,2,73,NA
7793698,1,7,0,2,73,NA
7793698,1,8,16,2,73,NA
7793699,1,1,58,2,73,1400000
7793699,1,2,69,2,73,NA
7793700,1,1,27,2,73,800000
7793700,1,2,23,2,73,NA
7793700,1,3,3,2,73,NA
7793701,1,1,77,2,73,NA
7793701,1,2,48,2,73,1000000
7793702,1,1,42,1,73,600000
7793703,1,1,28,1,73,320000
7793703,1,2,8,1,73,NA
7793703,1,3,5,1,73,NA
7793704,1,1,66,1,73,NA
7793705,1,1,70,1,73,NA
7793705,1,2,65,1,73,NA
7793705,1,3,14,1,73,NA
7793706,1,1,70,1,73,NA
7793706,1,2,65,1,73,NA
7793706,1,3,15,1,73,NA
7793706,1,4,8,1,73,NA
7793707,1,1,40,1,73,NA
7793707,1,2,29,1,73,3000000
7793708,1,1,72,1,73,2000000
7793708,1,2,51,1,73,NA
7793708,1,3,33,1,73,1300000
7793709,1,1,64,1,73,NA
7793709,1,2,52,1,73,NA
7793709,1,3,33,1,73,1300000
7793710,1,1,48,1,73,1300000
7793710,1,2,37,1,73,NA
7793710,1,3,15,1,73,NA
7793710,1,4,11,1,73,NA
7793710,1,5,68,1,73,NA
7793711,1,1,63,1,73,1300000
7793711,1,2,33,1,73,NA
7793711,1,3,27,1,73,1300000
7793712,1,1,75,1,73,NA
7793712,1,2,64,1,73,NA
7793712,1,3,30,1,73,3000000
7793713,1,1,66,1,73,3500000
7793713,1,2,30,1,73,NA
7793713,1,3,85,1,73,NA
7793713,1,4,23,1,73,NA
7793715,1,1,49,1,73,NA
7793715,1,2,45,1,73,NA
7793715,1,3,16,1,73,NA
7793715,1,4,13,1,73,NA
7793716,1,1,52,2,73,900000
7793716,1,2,48,2,73,NA
7793716,1,3,26,2,73,NA
7793717,1,1,95,2,73,NA
7793718,1,1,71,2,73,NA
7793719,1,1,86,2,73,NA
7793719,1,2,86,2,73,NA
7793719,1,3,55,2,73,NA
7793720,1,1,57,2,73,800000
7793720,1,2,73,2,73,NA
7793721,1,1,64,2,73,NA
7793721,1,2,63,2,73,NA
7793722,1,1,49,2,73,400000
7793722,1,2,51,2,73,NA
7793722,1,3,18,2,73,400000
7793723,1,1,78,2,73,NA
7793723,1,2,37,2,73,400000
7793723,1,3,32,2,73,400000
7793724,1,1,46,2,73,160000
7793724,1,2,42,2,73,NA
7793724,1,3,23,2,73,NA
7793725,1,1,76,2,73,NA
7793725,1,2,75,2,73,NA
7793725,1,3,31,2,73,NA
7793727,1,1,59,2,23,NA
7793727,1,2,66,2,23,1000000
7793727,1,3,23,2,23,500000
7793727,1,4,25,2,23,NA
7793729,1,1,53,2,23,260000
7793729,1,2,20,2,23,60000
7793729,1,3,21,2,23,NA
7793729,1,4,10,2,23,NA
7793729,1,5,7,2,23,NA
7793730,1,1,76,2,23,NA
7793730,1,2,38,2,23,2000000
7793730,1,3,40,2,23,150000
7793730,1,4,14,2,23,NA
7793730,1,5,6,2,23,NA
7793731,1,1,64,2,23,200000
7793731,1,2,51,2,23,NA
7793731,1,3,26,2,23,NA
7793731,1,4,33,2,23,300000
7793731,1,5,8,2,23,NA
7793732,1,1,24,2,23,100000
7793732,1,2,31,2,23,250000
7793732,1,3,5,2,23,NA
7793732,1,4,3,2,23,NA
7793733,1,1,68,2,23,50000
7793734,1,1,55,2,23,NA
7793734,1,2,58,2,23,650000
7793735,1,1,67,2,23,1000000
7793737,1,1,58,2,23,400000
7793737,1,2,57,2,23,20000
7793739,1,1,43,2,23,300000
7793739,1,2,45,2,23,20000
7793740,1,1,38,2,23,400000
7793740,1,2,34,2,23,NA
7793740,1,3,16,2,23,NA
7793740,1,4,10,2,23,NA
7793741,1,1,61,2,23,200000
7793741,1,2,46,2,23,50000
7793741,1,3,22,2,23,100000
7793742,1,1,54,2,23,20000
7793742,1,2,54,2,23,200000
7793743,1,1,60,2,23,240000
7793743,1,2,54,2,23,NA
7793744,1,1,55,2,23,0
7793744,1,2,50,2,23,NA
7793748,1,1,63,1,23,500000
7793748,1,2,45,1,23,NA
7793749,1,1,43,1,23,NA
7793750,1,1,64,1,23,800000
7793750,1,2,64,1,23,NA
7793750,1,3,18,1,23,NA
7793751,1,1,67,1,23,700000
7793751,1,2,54,1,23,50000
7793751,1,3,15,1,23,NA
7793751,1,4,80,1,23,NA
7793752,1,1,64,1,23,40000
7793752,1,2,9,1,23,NA
7793753,1,1,30,1,23,75000
7793753,1,2,31,1,23,1800000
7793753,1,3,11,1,23,NA
7793753,1,4,1,1,23,NA
7793753,1,5,69,1,23,NA
7793753,1,6,66,1,23,NA
7793753,1,7,36,1,23,600000
7793754,1,1,31,1,23,200000
7793754,1,2,31,1,23,1462000
7793754,1,3,10,1,23,NA
7793754,1,4,4,1,23,NA
7793754,1,5,2,1,23,NA
7793755,1,1,45,2,23,620000
7793755,1,2,46,2,23,800000
7793755,1,3,20,2,23,NA
7793755,1,4,17,2,23,NA
7793755,1,5,14,2,23,NA
7793756,1,1,72,2,23,320000
7793756,1,2,65,2,23,NA
7793757,1,1,40,2,23,NA
7793757,1,2,42,2,23,500000
7793757,1,3,18,2,23,NA
7793757,1,4,20,2,23,NA
7793757,1,5,2,2,23,NA
7793758,1,1,84,2,23,NA
7793758,1,2,72,2,23,NA
7793758,1,3,52,2,23,625000
7793758,1,4,30,2,23,NA
7793758,1,5,35,2,23,600000
7793758,1,6,7,2,23,NA
7793759,1,1,52,2,23,NA
7793759,1,2,11,2,23,NA
7793759,1,3,18,2,23,NA
7793759,1,4,16,2,23,NA
7793760,1,1,45,2,23,700000
7793760,1,2,45,2,23,NA
7793760,1,3,24,2,23,240000
7793760,1,4,23,2,23,NA
7793761,1,1,77,2,23,NA
7793761,1,2,61,2,23,35000
7793761,1,3,38,2,23,200000
7793762,1,1,60,2,23,400000
7793762,1,2,60,2,23,200000
7793762,1,3,29,2,23,150000
7793762,1,4,28,2,23,9000
7793762,1,5,3,2,23,NA
7793763,1,1,33,2,23,520000
7793763,1,2,45,2,23,NA
7793763,1,3,5,2,23,NA
7793764,1,1,39,2,23,900000
7793764,1,2,48,2,23,NA
7793766,1,1,86,2,23,NA
7793766,1,2,83,2,23,NA
7793766,1,3,32,2,23,NA
7793766,1,4,32,2,23,NA
7793766,1,5,36,2,23,1300000
7793767,1,1,78,2,23,NA
7793767,1,2,71,2,23,NA
7793769,1,1,36,2,23,2600000
7793769,1,2,27,2,23,70000
7793769,1,3,10,2,23,NA
7793769,1,4,8,2,23,NA
7793769,1,5,4,2,23,NA
7793770,1,1,60,2,23,NA
7793770,1,2,31,2,23,80000
7793770,1,3,38,2,23,1592000
7793770,1,4,13,2,23,NA
7793771,1,1,64,2,23,350000
7793771,1,2,53,2,23,NA
7793772,1,1,60,2,23,400000
7793773,1,1,45,1,23,NA
7793773,1,2,15,1,23,NA
7793773,1,3,8,1,23,NA
7793774,1,1,82,2,23,450000
7793774,1,2,74,2,23,NA
7793774,1,3,54,2,23,NA
7793775,1,1,58,1,23,500000
7793775,1,2,42,1,23,NA
7793777,1,1,82,1,23,NA
7793777,1,2,23,1,23,NA
7793778,1,1,59,1,23,600000
7793778,1,2,55,1,23,100000
7793779,1,1,51,1,23,750000
7793779,1,2,18,1,23,NA
7793780,1,1,24,1,23,800000
7793780,1,2,40,1,23,150000
7793780,1,3,4,1,23,NA
7793781,1,1,42,1,23,50000
7793781,1,2,24,1,23,1300000
7793781,1,3,23,1,23,NA
7793782,1,1,34,1,23,1462000
7793782,1,2,40,1,23,350000
7793782,1,3,18,1,23,NA
7793782,1,4,14,1,23,NA
7793782,1,5,8,1,23,NA
7793783,1,1,63,1,23,300000
7793784,1,1,44,1,23,1300000
7793784,1,2,40,1,23,NA
7793784,1,3,16,1,23,NA
7793784,1,4,14,1,23,NA
7793786,1,1,32,1,23,1762000
7793786,1,2,27,1,23,NA
7793786,1,3,6,1,23,NA
7793787,1,1,42,1,23,1300000
7793787,1,2,39,1,23,NA
7793787,1,3,17,1,23,NA
7793787,1,4,9,1,23,NA
7793788,1,1,44,1,5,300000
7793789,1,1,81,1,5,NA
7793790,1,1,63,1,5,200000
7793790,1,2,24,1,5,NA
7793790,1,3,4,1,5,NA
7793790,1,4,72,1,5,NA
7793791,1,1,41,1,5,NA
7793791,1,2,22,1,5,1500000
7793791,1,3,16,1,5,NA
7793792,1,1,42,1,5,240000
7793792,1,2,44,1,5,120000
7793792,1,3,62,1,5,600000
7793793,1,1,64,1,5,NA
7793793,1,2,22,1,5,1600000
7793794,1,1,57,1,5,NA
7793794,1,2,27,1,5,900000
7793794,1,3,17,1,5,NA
7793795,1,1,47,1,5,1660000
7793795,1,2,43,1,5,90000
7793795,1,3,13,1,5,NA
7793796,1,1,36,1,5,900000
7793797,1,1,36,1,5,NA
7793797,1,2,22,1,5,1300000
7793797,1,3,21,1,5,NA
7793798,1,1,43,1,5,NA
7793798,1,2,26,1,5,1600000
7793798,1,3,31,1,5,1300000
7793798,1,4,0,1,5,NA
7793799,1,1,31,1,5,1300000
7793799,1,2,26,1,5,80000
7793799,1,3,11,1,5,NA
7793799,1,4,10,1,5,NA
7793800,1,1,31,1,5,2200000
7793800,1,2,32,1,5,NA
7793800,1,3,10,1,5,NA
7793800,1,4,8,1,5,NA
7793801,1,1,62,1,5,1300000
7793801,1,2,67,1,5,NA
7793802,1,1,30,1,5,1300000
7793802,1,2,29,1,5,1300000
7793802,1,3,8,1,5,NA
7793802,1,4,6,1,5,NA
7793803,1,1,39,1,5,NA
7793803,1,2,40,1,5,4000000
7793803,1,3,15,1,5,NA
7793803,1,4,20,1,5,NA
7793804,1,1,80,1,5,NA
7793804,1,2,86,1,5,NA
7793804,1,3,93,1,5,NA
7793805,1,1,74,1,5,NA
7793805,1,2,66,1,5,NA
7793805,1,3,22,1,5,5000000
7793807,1,1,38,1,5,22000000
7793807,1,2,35,1,5,NA
7793807,1,3,0,1,5,NA
7793808,1,1,86,1,5,NA
7793809,1,1,58,1,5,480000
7793809,1,2,42,1,5,1500000
7793810,1,1,64,1,5,NA
7793810,1,2,24,1,5,NA
7793811,1,1,63,1,5,1200000
7793811,1,2,54,1,5,NA
7793811,1,3,21,1,5,1300000
7793812,1,1,39,1,5,1000000
7793812,1,2,40,1,5,350000
7793812,1,3,13,1,5,NA
7793812,1,4,13,1,5,NA
7793813,1,1,27,1,5,300000
7793813,1,2,28,1,5,1600000
7793813,1,3,8,1,5,NA
7793813,1,4,5,1,5,NA
7793814,1,1,61,1,5,30000000
7793814,1,2,20,1,5,NA
7793815,1,1,47,1,5,2500000
7793815,1,2,40,1,5,1700000
7793815,1,3,20,1,5,NA
7793815,1,4,10,1,5,NA
7793816,1,1,66,1,5,NA
7793816,1,2,74,1,5,1300000
7793816,1,3,29,1,5,NA
7793817,1,1,30,1,5,2600000
7793817,1,2,22,1,5,NA
7793817,1,3,5,1,5,NA
7793818,1,1,54,1,5,NA
7793818,1,2,63,1,5,NA
7793819,1,1,46,1,5,NA
7793819,1,2,41,1,5,875000
7793819,1,3,13,1,5,NA
7793820,1,1,27,1,5,1300000
7793820,1,2,25,1,5,NA
7793820,1,3,7,1,5,NA
7793820,1,4,5,1,5,NA
7793821,1,1,42,1,5,1200000
7793821,1,2,40,1,5,1300000
7793821,1,3,16,1,5,NA
7793822,1,1,23,1,5,NA
7793822,1,2,24,1,5,800000
7793822,1,3,3,1,5,NA
7793822,1,4,2,1,5,NA
7793823,1,1,23,1,5,1100000
7793823,1,2,24,1,5,1200000
7793823,1,3,19,1,5,NA
7793823,1,4,26,1,5,1000000
7793824,1,1,51,1,5,1300000
7793824,1,2,51,1,5,1300000
7793824,1,3,17,1,5,50000
7793825,1,1,40,1,5,1300000
7793825,1,2,42,1,5,1200000
7793825,1,3,13,1,5,NA
7793826,1,1,20,1,5,NA
7793826,1,2,24,1,5,600000
7793826,1,3,4,1,5,NA
7793826,1,4,3,1,5,NA
7793826,1,5,0,1,5,NA
7793827,1,1,31,1,5,600000
7793827,1,2,4,1,5,NA
7793827,1,3,34,1,5,NA
7793828,1,1,77,1,5,NA
7793829,1,1,79,1,5,NA
7793829,1,2,48,1,5,700000
7793830,1,1,39,1,5,1250000
7793830,1,2,17,1,5,NA
7793830,1,3,13,1,5,NA
7793830,1,4,7,1,5,NA
7793830,1,5,59,1,5,NA
7793831,1,1,79,1,5,NA
7793831,1,2,64,1,5,NA
7793832,1,1,74,1,5,NA
7793833,1,1,69,1,5,NA
7793833,1,2,64,1,5,NA
7793834,1,1,31,1,5,0
7793834,1,2,9,1,5,NA
7793834,1,3,4,1,5,NA
7793835,1,1,73,1,5,NA
7793835,1,2,80,1,5,NA
7793836,1,1,76,1,5,NA
7793839,1,1,57,1,8,4600000
7793839,1,2,47,1,8,1200000
7793839,1,3,17,1,8,NA
7793839,1,4,13,1,8,NA
7793840,1,1,51,1,8,1300000
7793841,1,1,77,1,8,NA
7793841,1,2,79,1,8,NA
7793842,1,1,21,1,8,NA
7793842,1,2,66,1,8,2280000
7793843,1,1,48,1,11,1680000
7793843,1,2,49,1,11,2675000
7793844,1,1,36,1,11,NA
7793845,1,1,47,1,11,10000000
7793846,1,1,63,1,11,20000000
7793846,1,2,56,1,11,10000000
7793847,1,1,63,1,11,NA
7793848,1,1,44,1,11,3000000
7793848,1,2,23,1,11,NA
7793848,1,3,16,1,11,NA
7793849,1,1,58,1,11,100000
7793849,1,2,26,1,11,NA
7793850,1,1,91,1,11,NA
7793850,1,2,84,1,11,NA
7793850,1,3,60,1,11,2700000
7793850,1,4,26,1,11,NA
7793851,1,1,62,1,11,2000000
7793851,1,2,34,1,11,1500000
7793852,1,1,67,1,11,NA
7793852,1,2,72,1,11,100000
7793852,1,3,36,1,11,100000
7793852,1,4,13,1,11,NA
7793853,1,1,62,1,13,NA
7793853,1,2,42,1,13,600000
7793853,1,3,20,1,13,700000
7793854,1,1,66,1,13,NA
7793854,1,2,39,1,13,850000
7793854,1,3,14,1,13,NA
7793854,1,4,8,1,13,NA
7793855,1,1,39,1,13,NA
7793855,1,2,40,1,13,900000
7793855,1,3,20,1,13,NA
7793855,1,4,16,1,13,NA
7793856,1,1,46,1,13,NA
7793857,1,1,49,1,13,300000
7793857,1,2,27,1,13,320000
7793857,1,3,25,1,13,NA
7793857,1,4,23,1,13,NA
7793857,1,5,5,1,13,NA
7793857,1,6,50,1,13,350000
7793857,1,7,29,1,13,700000
7793857,1,8,24,1,13,NA
7793857,1,9,46,1,13,300000
7793857,1,10,16,1,13,NA
7793857,1,11,15,1,13,NA
7793857,1,12,13,1,13,NA
7793858,1,1,62,1,13,NA
7793858,1,2,42,1,13,NA
7793858,1,3,15,1,13,NA
7793858,1,4,20,1,13,600000
7793858,1,5,14,1,13,NA
7793859,1,1,41,1,13,900000
7793859,1,2,41,1,13,1300000
7793859,1,3,19,1,13,NA
7793859,1,4,8,1,13,NA
7793860,1,1,68,1,13,NA
7793860,1,2,39,1,13,1000000
7793860,1,3,31,1,13,1300000
7793860,1,4,13,1,13,NA
7793860,1,5,8,1,13,NA
7793861,1,1,74,1,13,NA
7793861,1,2,74,1,13,NA
7793861,1,3,32,1,13,600000
7793861,1,4,10,1,13,NA
7793861,1,5,4,1,13,NA
7793861,2,1,44,1,13,NA
7793861,2,2,53,1,13,700000
7793861,2,3,24,1,13,1300000
7793862,1,1,31,1,13,NA
7793862,1,2,31,1,13,900000
7793862,1,3,7,1,13,NA
7793862,1,4,1,1,13,NA
7793862,1,5,21,1,13,NA
7793863,1,1,71,1,13,NA
7793863,1,2,73,1,13,NA
7793863,1,3,44,1,13,1000000
7793864,1,1,54,1,13,NA
7793864,1,2,38,1,13,800000
7793864,1,3,33,1,13,NA
7793864,1,4,9,1,13,NA
7793864,1,5,32,1,13,NA
7793864,1,6,16,1,13,NA
7793864,1,7,2,1,13,NA
7793865,1,1,62,1,13,400000
7793865,1,2,65,1,13,250000
7793865,1,3,42,1,13,200000
7793865,1,4,13,1,13,NA
7793865,1,5,5,1,13,NA
7793865,1,6,38,1,13,1300000
7793866,1,1,55,1,13,400000
7793866,1,2,9,1,13,NA
7793866,2,1,31,1,13,800000
7793866,2,2,26,1,13,NA
7793866,3,1,29,1,13,NA
7793866,3,2,33,1,13,800000
7793866,3,3,9,1,13,NA
7793866,3,4,4,1,13,NA
7793867,1,1,55,1,13,NA
7793867,1,2,48,1,13,NA
7793868,1,1,51,1,13,300000
7793869,1,1,75,1,13,NA
7793870,1,1,37,1,13,1900000
7793870,1,2,34,1,13,NA
7793870,1,3,14,1,13,NA
7793870,1,4,12,1,13,NA
7793870,1,5,11,1,13,NA
7793870,1,6,4,1,13,NA
7793871,1,1,42,1,13,NA
7793871,1,2,39,1,13,600000
7793871,1,3,21,1,13,NA
7793871,1,4,19,1,13,NA
7793871,1,5,12,1,13,NA
7793872,1,1,68,1,13,NA
7793873,1,1,48,1,13,5000000
7793873,1,2,33,1,13,1300000
7793873,1,3,17,1,13,NA
7793873,1,4,12,1,13,NA
7793874,1,1,59,1,13,1300000
7793875,1,1,26,1,13,2100000
7793875,1,2,27,1,13,NA
7793876,1,1,52,1,13,420000
7793876,1,2,28,1,13,3200000
7793877,1,1,53,1,13,NA
7793877,1,2,28,1,13,NA
7793877,1,3,13,1,13,NA
7793877,1,4,9,1,13,NA
7793878,1,1,62,1,13,NA
7793878,1,2,75,1,13,NA
7793879,1,1,28,1,13,1300000
7793879,1,2,24,1,13,1300000
7793879,1,3,3,1,13,NA
7793880,1,1,42,1,13,1300000
7793880,1,2,17,1,13,NA
7793880,1,3,6,1,13,NA
7793881,1,1,32,1,13,NA
7793881,1,2,41,1,13,900000
7793881,1,3,11,1,13,NA
7793881,1,4,7,1,13,NA
7793881,1,5,2,1,13,NA
7793882,1,1,47,1,13,1300000
7793882,1,2,39,1,13,NA
7793882,1,3,17,1,13,NA
7793882,1,4,16,1,13,NA
7793883,1,1,46,1,13,NA
7793883,1,2,42,1,13,NA
7793883,1,3,25,1,13,1000000
7793883,1,4,22,1,13,1500000
7793884,1,1,54,1,13,1300000
7793884,1,2,58,1,13,1200000
7793884,1,3,28,1,13,1300000
7793884,1,4,2,1,13,NA
7793884,1,5,18,1,13,NA
7793885,1,1,33,1,13,NA
7793885,1,2,43,1,13,1300000
7793885,1,3,9,1,13,NA
7793886,1,1,33,1,13,1300000
7793887,1,1,32,1,13,NA
7793887,1,2,34,1,13,450000
7793887,1,3,14,1,13,NA
7793887,1,4,11,1,13,NA
7793888,1,1,84,1,13,NA
7793888,1,2,77,1,13,NA
7793888,1,3,47,1,13,300000
7793889,1,1,77,1,13,NA
7793889,1,2,73,1,13,NA
7793889,1,3,38,1,13,1500000
7793890,1,1,68,1,13,1500000
7793890,1,2,65,1,13,NA
7793890,1,3,89,1,13,NA
7793890,1,4,73,1,13,NA
7793891,1,1,36,1,13,2000000
7793891,1,2,34,1,13,1500000
7793891,1,3,4,1,13,NA
7793891,1,4,61,1,13,NA
7793891,1,5,61,1,13,NA
7793893,1,1,42,1,13,4550000
7793893,1,2,38,1,13,5850000
7793893,1,3,14,1,13,NA
7793894,1,1,73,1,13,NA
7793894,1,2,68,1,13,NA
7793895,1,1,54,1,13,NA
7793895,1,2,43,1,13,NA
7793895,1,3,10,1,13,NA
7793896,1,1,51,1,13,NA
7793896,1,2,66,1,13,NA
7793897,1,1,61,1,13,2500000
7793897,1,2,39,1,13,3200000
7793898,1,1,57,1,13,NA
7793898,1,2,80,1,13,NA
7793898,1,3,10,1,13,NA
7793899,1,1,73,1,13,670000
7793899,1,2,64,1,13,450000
7793899,1,3,58,1,13,1200000
7793899,1,4,55,1,13,1200000
7793900,1,1,58,1,13,NA
7793900,1,2,57,1,13,2600000
7793900,1,3,18,1,13,NA
7793901,1,1,39,1,13,NA
7793901,1,2,12,1,13,NA
7793901,1,3,9,1,13,NA
7793902,1,1,50,1,15,700000
7793903,1,1,36,1,15,2000000
7793903,1,2,28,1,15,NA
7793903,1,3,6,1,15,NA
7793904,1,1,21,1,15,NA
7793905,1,1,27,1,15,1300000
7793906,1,1,60,1,15,NA
7793906,1,2,24,1,15,NA
7793907,1,1,36,1,15,3400000
7793907,1,2,33,1,15,NA
7793907,1,3,7,1,15,NA
7793908,1,1,28,1,15,NA
7793908,1,2,36,1,15,1300000
7793908,1,3,10,1,15,NA
7793908,1,4,8,1,15,NA
7793909,1,1,33,1,15,1300000
7793910,1,1,47,1,15,520000
7793910,1,2,15,1,15,NA
7793910,1,3,10,1,15,NA
7793911,1,1,31,1,15,400000
7793911,1,2,31,1,15,NA
7793911,1,3,13,1,15,NA
7793911,1,4,4,1,15,NA
7793911,1,5,34,1,15,NA
7793912,1,1,75,1,15,NA
7793913,1,1,43,1,15,3000000
7793913,1,2,45,1,15,1300000
7793913,1,3,14,1,15,NA
7793913,1,4,10,1,15,NA
7793914,1,1,48,1,15,200000
7793914,1,2,23,1,15,NA
7793915,1,1,64,1,15,3000000
7793915,1,2,60,1,15,2000000
7793915,1,3,29,1,15,NA
7793915,1,4,21,1,15,NA
7793915,1,5,67,1,15,1500000
7793916,1,1,77,1,15,2000000
7793916,1,2,49,1,15,4500000
7793916,1,3,23,1,15,NA
7793917,1,1,51,1,15,300000
7793917,1,2,13,1,15,NA
7793918,1,1,37,1,15,NA
7793918,1,2,41,1,15,700000
7793918,1,3,10,1,15,NA
7793919,1,1,77,1,15,NA
7793920,1,1,49,1,15,NA
7793920,1,2,24,1,15,NA
7793920,1,3,22,1,15,NA
7793920,1,4,19,1,15,NA
7793921,1,1,37,1,15,NA
7793921,1,2,37,1,15,950000
7793921,1,3,12,1,15,NA
7793921,1,4,6,1,15,NA
7793922,1,1,52,1,15,1300000
7793922,1,2,18,1,15,NA
7793923,1,1,65,1,15,4000000
7793924,1,1,46,1,15,NA
7793924,1,2,43,1,15,NA
7793924,1,3,9,1,15,NA
7793924,1,4,2,1,15,NA
7793925,1,1,28,1,15,2500000
7793925,1,2,28,1,15,2500000
7793926,1,1,42,1,15,2000000
7793927,1,1,49,1,15,3500000
7793927,1,2,46,1,15,2800000
7793927,1,3,17,1,15,NA
7793928,1,1,51,1,15,500000
7793928,1,2,15,1,15,NA
7793929,1,1,51,1,15,4200000
7793930,1,1,47,1,15,120000
7793930,1,2,5,1,15,NA
7793931,1,1,22,1,15,1700000
7793932,1,1,47,1,15,1000000
7793932,1,2,17,1,15,80000
7793932,1,3,15,1,15,NA
7793933,1,1,69,1,15,NA
7793933,1,2,17,1,15,NA
7793934,1,1,75,1,15,NA
7793934,1,2,28,1,15,NA
7793935,1,1,17,1,15,NA
7793936,1,1,23,1,15,700000
7793936,1,2,5,1,15,NA
7793937,1,1,43,1,15,400000
7793937,1,2,13,1,15,NA
7793937,1,3,8,1,15,NA
7793938,1,1,67,1,17,NA
7793938,1,2,36,1,17,NA
7793938,1,3,7,1,17,NA
7793939,1,1,72,1,17,NA
7793940,1,1,80,1,17,NA
7793941,1,1,61,1,17,NA
7793941,1,2,91,1,17,NA
7793942,1,1,61,1,17,NA
7793942,1,2,43,1,17,NA
7793942,1,3,13,1,17,NA
7793943,1,1,72,1,17,NA
7793943,1,2,47,1,17,NA
7793944,1,1,29,1,17,320000
7793945,1,1,59,1,17,1300000
7793945,1,2,56,1,17,NA
7793946,1,1,75,1,17,NA
7793946,1,2,58,1,17,1300000
7793946,1,3,39,1,17,1300000
7793946,1,4,35,1,17,1300000
7793946,1,5,18,1,17,NA
7793947,1,1,58,1,17,1700000
7793947,1,2,78,1,17,NA
7793948,1,1,45,1,17,NA
7793948,1,2,28,1,17,200000
7793948,1,3,7,1,17,NA
7793948,1,4,2,1,17,NA
7793949,1,1,31,1,17,1300000
7793950,1,1,78,1,17,NA
7793950,1,2,36,1,17,NA
7793950,1,3,12,1,17,NA
7793950,2,1,58,1,17,800000
7793951,1,1,61,1,17,1500000
7793952,1,1,50,1,17,NA
7793952,1,2,53,1,17,NA
7793952,1,3,15,1,17,NA
7793953,1,1,26,1,17,1500000
7793954,1,1,67,1,17,1300000
7793954,1,2,49,1,17,1200000
7793954,1,3,16,1,17,400000
7793955,1,1,64,1,17,NA
7793955,1,2,66,1,17,NA
7793955,1,3,35,1,17,2000000
7793956,1,1,27,1,17,NA
7793957,1,1,50,1,17,NA
7793957,1,2,21,1,17,1500000
7793958,1,1,56,1,17,600000
7793958,1,2,31,1,17,NA
7793959,1,1,26,1,17,750000
7793959,1,2,24,1,17,1300000
7793959,1,3,4,1,17,NA
7793960,1,1,57,1,17,1300000
7793961,1,1,63,1,17,500000
7793962,1,1,48,1,17,5000000
7793962,1,2,47,1,17,1300000
7793962,1,3,9,1,17,NA
7793963,1,1,41,1,17,2200000
7793963,1,2,38,1,17,3000000
7793963,1,3,0,1,17,NA
7793964,1,1,53,1,17,1300000
7793965,1,1,82,1,17,NA
7793965,1,2,65,1,17,NA
7793965,1,3,52,1,17,NA
7793965,1,4,33,1,17,1300000
7793966,1,1,81,1,17,NA
7793966,1,2,56,1,17,NA
7793966,1,3,48,1,17,NA
7793966,1,4,20,1,17,NA
7793967,1,1,60,1,17,NA
7793967,1,2,43,1,17,1300000
7793968,1,1,61,1,17,1500000
7793968,1,2,68,1,17,2000000
7793968,1,3,36,1,17,1800000
7793968,1,4,32,1,17,16000000
7793969,1,1,52,1,17,500000
7793969,1,2,55,1,17,900000
7793969,1,3,24,1,17,NA
7793970,1,1,29,1,18,1300000
7793970,1,2,33,1,18,NA
7793970,1,3,7,1,18,NA
7793971,1,1,32,1,18,600000
7793972,1,1,52,1,18,500000
7793972,1,2,29,1,18,1000000
7793972,1,3,23,1,18,1000000
7793973,1,1,77,1,18,NA
7793973,1,2,39,1,18,NA
7793973,1,3,72,1,18,NA
7793974,1,1,79,1,18,NA
7793976,1,1,35,1,18,NA
7793977,1,1,53,1,18,NA
7793978,1,1,24,1,18,1300000
7793978,1,2,27,1,18,1300000
7793980,1,1,47,1,18,1462000
7793985,1,1,52,1,18,500000
7793985,1,2,34,1,18,NA
7793985,1,3,19,1,18,1500000
7793985,1,4,18,1,18,NA
7793987,1,1,57,1,18,600000
7793988,1,1,32,1,18,1000000
7793988,1,2,5,1,18,NA
7793988,1,3,3,1,18,NA
7793988,1,4,2,1,18,NA
7793989,1,1,56,1,18,2100000
7793990,1,1,33,1,18,NA
7793990,1,2,13,1,18,NA
7793991,1,1,47,1,18,1500000
7793991,1,2,36,1,18,NA
7793991,1,3,11,1,18,NA
7793992,1,1,45,1,18,NA
7793992,1,2,42,1,18,900000
7793992,1,3,20,1,18,NA
7793992,1,4,14,1,18,NA
7793992,1,5,5,1,18,NA
7793992,1,6,49,1,18,900000
7793993,1,1,34,1,18,1462000
7793993,1,2,31,1,18,NA
7793993,1,3,12,1,18,NA
7793993,1,4,1,1,18,NA
7793993,1,5,25,1,18,1462000
